env_id,success,done_reason_code,done_reason,duration_sec,survival_ratio,v_cmd_mean,v_fwd_mean,v_fwd_rmse,yaw_drift_abs_final,yaw_rate_abs_mean,roll_rms,pitch_rms,tilt_rms,vertical_bounce_rms,base_z_min,contact_continuity_score,diag_support_asym_score,swing_scuff_count,residual_rms,residual_rate_rms,joint_vel_rms,return_total,completed_episode_index,completed_wall_time_s
10,1,1,timeout,15.0,1.0,0.1780575066804886,0.11243835091590881,0.21790383756160736,0.0001728944480419159,0.02939411625266075,0.018663590773940086,0.017877310514450073,0.025844300180255773,0.12425088882446289,0.8649224638938904,0.46888887882232666,0.745555579662323,137.75,0.40505099296569824,0.30351322889328003,0.4457889199256897,168.20486450195312,10,1776658762.398129
11,0,1,timeout,15.0,1.0,0.20111821591854095,0.07732377201318741,0.22543388605117798,0.1256808340549469,0.032000306993722916,0.015847764909267426,0.01122093666344881,0.019418060465055148,0.11852806061506271,0.8670652508735657,0.43111109733581543,0.745555579662323,129.75,0.4018975794315338,0.3051578104496002,0.43105247616767883,114.7466812133789,11,1776658762.398129
12,1,1,timeout,15.0,1.0,0.1484832912683487,0.10689139366149902,0.1744002252817154,0.008183855563402176,0.026049409061670303,0.020619302988052368,0.011846994049847126,0.02378038947810188,0.12405324727296829,0.8670130968093872,0.4722222089767456,0.7777777910232544,138.0,0.40962791442871094,0.3033570945262909,0.46310579776763916,197.85891723632812,12,1776658762.398129
13,1,1,timeout,15.0,1.0,0.19230951368808746,0.09026328474283218,0.2321004569530487,0.07644343376159668,0.028458502143621445,0.018244346603751183,0.015827786177396774,0.024153157107823394,0.1266440600156784,0.8549771904945374,0.47999998927116394,0.7511110901832581,138.25,0.40797972679138184,0.3022204339504242,0.465453565120697,151.64564514160156,13,1776658762.398129
14,1,1,timeout,15.0,1.0,0.20433485507965088,0.10552734136581421,0.2249809354543686,0.0655234307050705,0.031160999089479446,0.01659528724849224,0.012283888645470142,0.020646972637999,0.1231517419219017,0.8676597476005554,0.44777777791023254,0.7755555510520935,133.5,0.39934805035591125,0.3038897216320038,0.4435964524745941,102.95864868164062,14,1776658762.398129
15,1,1,timeout,15.0,1.0,0.209975004196167,0.08943906426429749,0.23640890419483185,0.00175659719388932,0.029306290671229362,0.01874256506562233,0.014289241284132004,0.02356832963354062,0.11910931766033173,0.8698906898498535,0.44333332777023315,0.7644444704055786,137.75,0.40435224771499634,0.304435670375824,0.4525662958621979,138.13616943359375,15,1776658762.398129
0,1,1,timeout,15.0,1.0,0.09265399724245071,0.13467760384082794,0.15565535426139832,0.01400440838187933,0.024469157680869102,0.014344099909067154,0.010463293641805649,0.01775482233186102,0.1258525252342224,0.8644253015518188,0.4555555582046509,0.7833333611488342,137.25,0.4180065095424652,0.30416300892829895,0.45443469285964966,211.83035278320312,16,1776658783.7176895
1,1,1,timeout,15.0,1.0,0.26445722579956055,0.13439637422561646,0.21976439654827118,0.019072275608778,0.026431623846292496,0.01587694324553013,0.011085662990808487,0.019364122772993507,0.12142610549926758,0.8610830307006836,0.4655555486679077,0.7844444513320923,136.25,0.40752312541007996,0.30177271366119385,0.4420565366744995,158.9082794189453,17,1776658783.7176895
2,1,1,timeout,15.0,1.0,0.2993219196796417,0.12427579611539841,0.2429250329732895,0.028315264731645584,0.024082617834210396,0.014829850755631924,0.011852205730974674,0.018984184315468118,0.12007716298103333,0.8658566474914551,0.4588888883590698,0.7522222399711609,137.75,0.40805721282958984,0.30467644333839417,0.44327929615974426,150.8657684326172,18,1776658783.7176895
3,1,1,timeout,15.0,1.0,0.07373984158039093,0.12106427550315857,0.17889554798603058,0.03524881601333618,0.022280922159552574,0.017639536410570145,0.011350701563060284,0.020975978421839802,0.1228678822517395,0.8619070649147034,0.46666666865348816,0.7844444513320923,135.5,0.4114568829536438,0.30370885133743286,0.4528423845767975,188.9578857421875,19,1776658783.7176895
4,1,1,timeout,15.0,1.0,0.17838817834854126,0.1170237734913826,0.18483658134937286,0.007516967132687569,0.02339519001543522,0.014774054288864136,0.01336361188441515,0.019921315286084564,0.12746259570121765,0.8629485964775085,0.48222222924232483,0.7566666603088379,140.0,0.4236270487308502,0.3039800822734833,0.4353152811527252,187.79327392578125,20,1776658783.7176895
5,1,1,timeout,15.0,1.0,0.2428741306066513,0.11888536065816879,0.2091188132762909,0.026079190894961357,0.02220960706472397,0.01266537606716156,0.012063637375831604,0.017491229163732035,0.1297413557767868,0.8610407114028931,0.4633333384990692,0.7922222018241882,137.5,0.40705597400665283,0.3048671782016754,0.4498592019081116,155.50051879882812,21,1776658783.7176895
6,1,1,timeout,15.0,1.0,0.11089227348566055,0.11900673061609268,0.16600650548934937,0.015105973929166794,0.025502894073724747,0.013951384462416172,0.011987344361841679,0.018393954258601516,0.12128736823797226,0.865955114364624,0.46222221851348877,0.7722222208976746,139.5,0.4102696478366852,0.3040354549884796,0.45261889696121216,203.31748962402344,22,1776658783.7176895
7,1,1,timeout,15.0,1.0,0.06385751068592072,0.110499307513237,0.16814059019088745,0.04157749563455582,0.023006943985819817,0.02093741111457348,0.0204570721834898,0.029272290421167545,0.11993378400802612,0.869815468788147,0.45444443821907043,0.7633333206176758,137.25,0.4126681089401245,0.3050718307495117,0.443064421415329,180.1156768798828,23,1776658783.7176895
8,1,1,timeout,15.0,1.0,0.09342610090970993,0.11640806496143341,0.1794203519821167,0.035046305507421494,0.0253293439745903,0.018994901329278946,0.013455606997013092,0.023277878687009063,0.1262020766735077,0.8623163104057312,0.43666666746139526,0.742222249507904,136.0,0.41262444853782654,0.30312782526016235,0.47136276960372925,174.61376953125,24,1776658783.7176895
9,1,1,timeout,15.0,1.0,0.20879299938678741,0.10043031722307205,0.20864953100681305,0.017089292407035828,0.026128578931093216,0.017094584181904793,0.01692408137023449,0.024055131231788106,0.11932195723056793,0.8671967387199402,0.4444444477558136,0.7288888692855835,131.5,0.41637736558914185,0.3044240474700928,0.4468429684638977,176.99542236328125,25,1776658783.7176895
10,1,1,timeout,15.0,1.0,0.27967217564582825,0.1260756254196167,0.2431073933839798,0.0146048404276371,0.02818239852786064,0.02121560461819172,0.015051009133458138,0.02601220396757795,0.12004821002483368,0.8692032694816589,0.43444445729255676,0.7211111187934875,132.75,0.41869086027145386,0.30455008149147034,0.4423818588256836,147.49380493164062,26,1776658783.7176895
11,1,1,timeout,15.0,1.0,0.21115678548812866,0.11535098403692245,0.199899822473526,0.0547393262386322,0.02841154672205448,0.01728057861328125,0.012419827282428741,0.021280754378901954,0.12276743352413177,0.866791307926178,0.4300000071525574,0.7488889098167419,131.75,0.4068503677845001,0.3040953278541565,0.4475958049297333,172.28915405273438,27,1776658783.7176895
12,1,1,timeout,15.0,1.0,0.21752119064331055,0.1187622919678688,0.19718019664287567,0.052384182810783386,0.02709294483065605,0.01712013967335224,0.02115456573665142,0.027214239543691014,0.1258373111486435,0.8653043508529663,0.4511111080646515,0.7444444298744202,134.5,0.40486666560173035,0.305864155292511,0.4643632173538208,172.52658081054688,28,1776658783.7176895
13,1,1,timeout,15.0,1.0,0.109080970287323,0.1372021585702896,0.1689869463443756,0.05812276527285576,0.026718540117144585,0.019263798370957375,0.015109834261238575,0.024482667727986653,0.12967850267887115,0.8696296811103821,0.4566666781902313,0.754444420337677,137.0,0.4088946282863617,0.30668920278549194,0.4524565637111664,168.62167358398438,29,1776658783.7176895
14,1,1,timeout,15.0,1.0,0.2094019204378128,0.12572930753231049,0.19909366965293884,0.05930807814002037,0.028534671291708946,0.021364688873291016,0.01834028773009777,0.028156989978960816,0.12738776206970215,0.8635765910148621,0.43888887763023376,0.7355555295944214,133.0,0.40338465571403503,0.3030618727207184,0.457774817943573,151.86434936523438,30,1776658783.7176895
15,1,1,timeout,15.0,1.0,0.29538655281066895,0.10266277194023132,0.2502133250236511,0.08765747398138046,0.024522138759493828,0.018436966463923454,0.01178782619535923,0.02188320312028921,0.1251746565103531,0.8651319742202759,0.43888887763023376,0.7377777695655823,134.75,0.40361320972442627,0.3021151125431061,0.4520244896411896,132.89430236816406,31,1776658783.7176895
0,1,1,timeout,15.0,1.0,0.1687973290681839,0.14114728569984436,0.17136871814727783,0.03935764357447624,0.022816108539700508,0.015229625627398491,0.012934260070323944,0.019980905392836663,0.12068025767803192,0.856367290019989,0.47555556893348694,0.7722222208976746,139.25,0.4120432734489441,0.30017855763435364,0.43109068274497986,178.9570770263672,32,1776658805.4873703
1,1,1,timeout,15.0,1.0,0.24934180080890656,0.14373691380023956,0.19532811641693115,0.022478047758340836,0.025987092405557632,0.01623424142599106,0.008884296752512455,0.018506250929458068,0.11679018288850784,0.8653004169464111,0.47111111879348755,0.7699999809265137,137.0,0.42435768246650696,0.3027998208999634,0.44961825013160706,178.4737548828125,33,1776658805.4873703
2,1,1,timeout,15.0,1.0,0.1095278412103653,0.12786832451820374,0.17468802630901337,0.10753009468317032,0.030414089560508728,0.017526624724268913,0.010084805078804493,0.02022092647983359,0.12478173524141312,0.862432599067688,0.448888897895813,0.7599999904632568,138.0,0.42292290925979614,0.3034784495830536,0.46208086609840393,123.0615463256836,34,1776658805.4873703
3,1,1,timeout,15.0,1.0,0.19747161865234375,0.11643579602241516,0.17565520107746124,0.0730791762471199,0.023003065958619118,0.01597989909350872,0.013073842041194439,0.02064661039388364,0.12379836291074753,0.8629230260848999,0.4677777886390686,0.7722222208976746,139.0,0.43109130859375,0.3057674169540405,0.4362373948097229,148.2014923095703,35,1776658805.4873703
4,1,1,timeout,15.0,1.0,0.2894138693809509,0.1364046335220337,0.22192725539207458,0.030014118179678917,0.023993870243430138,0.01362343318760395,0.011836234480142593,0.01804700469568358,0.12046199291944504,0.8670823574066162,0.46666666865348816,0.7711111307144165,135.5,0.4156082272529602,0.3026345372200012,0.4401354491710663,146.387939453125,36,1776658805.4873703
5,1,1,timeout,15.0,1.0,0.21764376759529114,0.1163460910320282,0.19257555902004242,0.03742161765694618,0.023589428514242172,0.01545438077300787,0.008840501308441162,0.017804278936864173,0.12741734087467194,0.8675892353057861,0.47333332896232605,0.7877777814865112,139.0,0.4136193096637726,0.3023483157157898,0.4319419264793396,151.65879821777344,37,1776658805.4873703
6,1,1,timeout,15.0,1.0,0.25464457273483276,0.14092576503753662,0.20820686221122742,0.0290512815117836,0.025165757164359093,0.015631014481186867,0.013806885108351707,0.020855663262200452,0.12006015330553055,0.8638530373573303,0.46666666865348816,0.7677778005599976,138.75,0.4154958724975586,0.3032171428203583,0.4391106963157654,169.7686309814453,38,1776658805.4873703
7,1,1,timeout,15.0,1.0,0.14845366775989532,0.14038363099098206,0.16057556867599487,0.03611447662115097,0.025300605222582817,0.013227051123976707,0.008215919137001038,0.015571005385074959,0.1252184957265854,0.8667727112770081,0.46222221851348877,0.757777750492096,137.0,0.41046348214149475,0.30354636907577515,0.4494146704673767,193.910400390625,39,1776658805.4873703
8,1,1,timeout,15.0,1.0,0.2050171196460724,0.1261577159166336,0.16877399384975433,0.05840983986854553,0.024317560717463493,0.013874508440494537,0.009242476895451546,0.01667109365423606,0.12664136290550232,0.8640322685241699,0.46222221851348877,0.7844444513320923,139.25,0.4270839989185333,0.30450600385665894,0.4434349238872528,196.2882843017578,40,1776658805.4873703
9,1,1,timeout,15.0,1.0,0.22693577408790588,0.12898674607276917,0.18949583172798157,0.07964519411325455,0.023021379485726357,0.01171923242509365,0.00991214718669653,0.015348976203125156,0.12472253292798996,0.8676806688308716,0.4677777886390686,0.7588889002799988,132.75,0.40917569398880005,0.30322515964508057,0.43326276540756226,179.06361389160156,41,1776658805.4873703
10,1,1,timeout,15.0,1.0,0.1432187855243683,0.15129955112934113,0.18524697422981262,0.06113427132368088,0.025197582319378853,0.01726900413632393,0.012453570030629635,0.021291075838674043,0.12241476029157639,0.8634158968925476,0.448888897895813,0.7588889002799988,135.75,0.4184858798980713,0.3046020567417145,0.44798269867897034,163.61643981933594,42,1776658805.4873703
11,1,1,timeout,15.0,1.0,0.12942589819431305,0.1324053555727005,0.16484786570072174,0.01233157329261303,0.02595853991806507,0.016758758574724197,0.01300283893942833,0.021211548963963132,0.12106917053461075,0.8599129319190979,0.46000000834465027,0.7711111307144165,137.75,0.41359254717826843,0.30190715193748474,0.4488607347011566,211.1967010498047,43,1776658805.4873703
12,1,1,timeout,15.0,1.0,0.16566729545593262,0.13144610822200775,0.1684885025024414,0.011250030249357224,0.028255421668291092,0.01767335832118988,0.011517729610204697,0.021095157968665644,0.1205964908003807,0.8674980998039246,0.44999998807907104,0.7733333110809326,134.25,0.4124734401702881,0.3056129217147827,0.4580821692943573,201.5790252685547,44,1776658805.4873703
13,1,1,timeout,15.0,1.0,0.051833976060152054,0.13745459914207458,0.19227983057498932,0.09380318224430084,0.027910253033041954,0.017000343650579453,0.010926701128482819,0.02020901981267238,0.11858507245779037,0.8657664060592651,0.4588888883590698,0.75,133.25,0.40872061252593994,0.3022637665271759,0.44498389959335327,134.9692840576172,45,1776658805.4873703
14,1,1,timeout,15.0,1.0,0.16965483129024506,0.13153627514839172,0.16631072759628296,0.012351025827229023,0.023313885554671288,0.016304828226566315,0.013137037865817547,0.020938700709111767,0.12443257123231888,0.8645685911178589,0.4611110985279083,0.75,136.5,0.41944420337677,0.3026321530342102,0.4490773379802704,202.68649291992188,46,1776658805.4873703
15,1,1,timeout,15.0,1.0,0.25412794947624207,0.12756116688251495,0.2077130824327469,0.01413795817643404,0.025589697062969208,0.013985848054289818,0.011530372314155102,0.018126042907946477,0.12046072632074356,0.8643190264701843,0.47555556893348694,0.7511110901832581,137.25,0.4086437225341797,0.3038196563720703,0.4489821493625641,173.13882446289062,47,1776658805.4873703
0,1,1,timeout,15.0,1.0,0.2457444667816162,0.1443621963262558,0.18346276879310608,0.11667746305465698,0.027433954179286957,0.015734480693936348,0.014340274967253208,0.0212889024809708,0.12510041892528534,0.8640468120574951,0.4722222089767456,0.75,138.0,0.4200506806373596,0.3030742108821869,0.4579405188560486,181.4137725830078,48,1776658827.6331637
1,1,1,timeout,15.0,1.0,0.07579284906387329,0.15418392419815063,0.19667387008666992,0.04499419406056404,0.02734333835542202,0.018299683928489685,0.022450704127550125,0.028963987082330705,0.12291351705789566,0.865527868270874,0.4533333480358124,0.7522222399711609,130.0,0.4227251708507538,0.3019271194934845,0.46261611580848694,153.3861083984375,49,1776658827.6331637
2,1,1,timeout,15.0,1.0,0.22895635664463043,0.12998998165130615,0.1943986564874649,0.0824197456240654,0.020061125978827477,0.012475850060582161,0.0095589654520154,0.015716890762709775,0.12335257977247238,0.8603613972663879,0.46222221851348877,0.7655555605888367,137.5,0.4353786110877991,0.3028434216976166,0.44573870301246643,175.19854736328125,50,1776658827.6331637
3,1,1,timeout,15.0,1.0,0.051885735243558884,0.14088712632656097,0.1921399086713791,0.04719500243663788,0.023036912083625793,0.014298263005912304,0.010381707921624184,0.017669753375646042,0.11710730195045471,0.8612669706344604,0.46222221851348877,0.7588889002799988,136.5,0.4263475835323334,0.3007568418979645,0.4514000415802002,164.86549377441406,51,1776658827.6331637
4,1,1,timeout,15.0,1.0,0.05970955267548561,0.15009193122386932,0.18885232508182526,0.022405292838811874,0.02329098992049694,0.015003975480794907,0.008362730033695698,0.01717715150555443,0.11757437139749527,0.8674012422561646,0.4633333384990692,0.7722222208976746,138.25,0.4147352874279022,0.3040703237056732,0.44926372170448303,187.981201171875,52,1776658827.6331637
5,1,1,timeout,15.0,1.0,0.299226313829422,0.15381410717964172,0.21372315287590027,0.006072001997381449,0.019441764801740646,0.013957503251731396,0.008067152462899685,0.01612113041575438,0.11901246011257172,0.861610472202301,0.46888887882232666,0.7699999809265137,138.25,0.43114614486694336,0.30213239789009094,0.4497041404247284,198.90603637695312,53,1776658827.6331637
6,1,1,timeout,15.0,1.0,0.2756270468235016,0.13383625447750092,0.22113320231437683,0.01969880983233452,0.02136031538248062,0.016349012032151222,0.01535799726843834,0.02243118977060256,0.1254829615354538,0.863080620765686,0.44999998807907104,0.7411110997200012,136.25,0.4004376530647278,0.3033270239830017,0.4480847418308258,164.8087921142578,54,1776658827.6331637
7,1,1,timeout,15.0,1.0,0.130040243268013,0.14487379789352417,0.16317757964134216,0.0683257058262825,0.02221633866429329,0.01689649373292923,0.010175619274377823,0.019723963295544995,0.12143220752477646,0.8685705065727234,0.4611110985279083,0.7488889098167419,134.25,0.40399500727653503,0.3026335537433624,0.4624669849872589,182.19093322753906,55,1776658827.6331637
8,1,1,timeout,15.0,1.0,0.25728654861450195,0.1382414549589157,0.19553986191749573,0.07663173973560333,0.023157207295298576,0.016944417729973793,0.016481302678585052,0.02363782202722969,0.12234906852245331,0.865943193435669,0.4577777683734894,0.7344444394111633,135.75,0.41194647550582886,0.30520913004875183,0.45534786581993103,158.98764038085938,56,1776658827.6331637
9,1,1,timeout,15.0,1.0,0.056864235550165176,0.12375748157501221,0.16014869511127472,0.033489760011434555,0.025067389011383057,0.013882024213671684,0.009253398515284061,0.01668340433939153,0.1256069391965866,0.8646591305732727,0.46666666865348816,0.754444420337677,137.0,0.41985252499580383,0.30222460627555847,0.4467518925666809,201.33509826660156,57,1776658827.6331637
10,1,1,timeout,15.0,1.0,0.09081155061721802,0.1524345874786377,0.17608864605426788,0.002510489895939827,0.025437042117118835,0.014909268356859684,0.011984352022409439,0.01912879965742458,0.11783693730831146,0.8664608597755432,0.448888897895813,0.7611111402511597,136.75,0.4221019744873047,0.30414387583732605,0.4787043333053589,194.13461303710938,58,1776658827.6331637
11,1,1,timeout,15.0,1.0,0.14717571437358856,0.15515601634979248,0.15874268114566803,0.02558216080069542,0.021760229021310806,0.01577860303223133,0.012685693800449371,0.020245768467694658,0.12931570410728455,0.8601170778274536,0.46666666865348816,0.7699999809265137,137.25,0.4288119077682495,0.3041059374809265,0.46337980031967163,209.88980102539062,59,1776658827.6331637
12,1,1,timeout,15.0,1.0,0.2238941788673401,0.149370476603508,0.1782502382993698,0.013041103258728981,0.022470099851489067,0.013963596895337105,0.010794623754918575,0.01764953087948007,0.12040118128061295,0.8670661449432373,0.4422222077846527,0.7699999809265137,136.75,0.42110416293144226,0.3050018548965454,0.466416597366333,204.52682495117188,60,1776658827.6331637
13,1,1,timeout,15.0,1.0,0.23480942845344543,0.11471221596002579,0.2070549577474594,0.08297822624444962,0.019391532987356186,0.014699491672217846,0.015457943081855774,0.021331269529577805,0.12315219640731812,0.8578699231147766,0.4566666781902313,0.746666669845581,135.25,0.42853957414627075,0.301778107881546,0.4375680685043335,151.85769653320312,61,1776658827.6331637
14,1,1,timeout,15.0,1.0,0.25009146332740784,0.17904894053936005,0.18163368105888367,0.02448105439543724,0.02157045528292656,0.013780217617750168,0.012126320973038673,0.01835598153010919,0.11840496957302094,0.864254891872406,0.4588888883590698,0.7855555415153503,140.25,0.4104204773902893,0.30451905727386475,0.4575015902519226,211.8199920654297,62,1776658827.6331637
15,1,1,timeout,15.0,1.0,0.16157199442386627,0.14703893661499023,0.1602713167667389,0.036980610340833664,0.022559473291039467,0.014845785684883595,0.01014542207121849,0.017981294213839615,0.11999048292636871,0.8642200231552124,0.46000000834465027,0.7755555510520935,134.75,0.41838309168815613,0.30173003673553467,0.4690326154232025,195.48260498046875,63,1776658827.6331637
0,1,1,timeout,15.0,1.0,0.09267835319042206,0.13497938215732574,0.15905550122261047,0.09716114401817322,0.024474456906318665,0.011595161631703377,0.010155505500733852,0.015413697325455746,0.12407602369785309,0.8630622625350952,0.4533333480358124,0.7677778005599976,135.5,0.43874263763427734,0.3029954731464386,0.43887925148010254,186.44601440429688,64,1776658848.695171
1,1,1,timeout,15.0,1.0,0.13606567680835724,0.13251258432865143,0.1522933691740036,0.016701117157936096,0.02111044153571129,0.013316682539880276,0.016122113913297653,0.020910681263442806,0.11905845254659653,0.8599157333374023,0.476666659116745,0.745555579662323,134.25,0.42153534293174744,0.30403098464012146,0.4450194537639618,225.26365661621094,65,1776658848.695171
2,1,1,timeout,15.0,1.0,0.20805411040782928,0.13493111729621887,0.1823076754808426,0.01657685823738575,0.021794015541672707,0.0169427078217268,0.011895980685949326,0.020701925147504564,0.12219274789094925,0.8668761253356934,0.4788888990879059,0.753333330154419,134.0,0.425725519657135,0.30331486463546753,0.4417257308959961,223.77537536621094,66,1776658848.695171
3,1,1,timeout,15.0,1.0,0.16414128243923187,0.14806801080703735,0.15235935151576996,0.0004276447289157659,0.01954582706093788,0.011992448009550571,0.012129800394177437,0.017057281930728606,0.12436464428901672,0.8634204864501953,0.47333332896232605,0.753333330154419,136.0,0.4359624683856964,0.30330565571784973,0.4510881304740906,222.38095092773438,67,1776658848.695171
4,1,1,timeout,15.0,1.0,0.17124943435192108,0.14344777166843414,0.17936737835407257,0.02144135907292366,0.02364952303469181,0.013636279851198196,0.017642557621002197,0.022298160632450756,0.12271595001220703,0.8603678345680237,0.46444445848464966,0.7400000095367432,134.0,0.42845115065574646,0.30090829730033875,0.47138604521751404,193.18792724609375,68,1776658848.695171
5,1,1,timeout,15.0,1.0,0.21443738043308258,0.15479512512683868,0.16405972838401794,0.010797327384352684,0.021159788593649864,0.01287762075662613,0.015328636392951012,0.02001999525521398,0.12012815475463867,0.8634248971939087,0.4533333480358124,0.7711111307144165,136.0,0.426296204328537,0.3030996024608612,0.4513801038265228,219.83200073242188,69,1776658848.695171
6,1,1,timeout,15.0,1.0,0.13801957666873932,0.16752564907073975,0.1597594916820526,0.02983664534986019,0.021896515041589737,0.01311233639717102,0.013164401054382324,0.018580495712256936,0.11886963993310928,0.8620566129684448,0.4722222089767456,0.7855555415153503,141.0,0.43940016627311707,0.29944536089897156,0.4602316617965698,198.62828063964844,70,1776658848.695171
7,1,1,timeout,15.0,1.0,0.278626948595047,0.15345701575279236,0.1919994354248047,0.04861675575375557,0.020606383681297302,0.014521745033562183,0.011667103506624699,0.018627999974610326,0.12039956450462341,0.8656998872756958,0.4677777886390686,0.7811111211776733,137.25,0.4410916566848755,0.30153074860572815,0.4526589512825012,191.34957885742188,71,1776658848.695171
8,1,1,timeout,15.0,1.0,0.24489590525627136,0.1503153145313263,0.17227144539356232,0.05970589444041252,0.022706976160407066,0.012913531623780727,0.009279496967792511,0.015901835207725406,0.11684901267290115,0.8608685731887817,0.45444443821907043,0.7622222304344177,137.75,0.4319620728492737,0.30305078625679016,0.4436717927455902,174.20614624023438,72,1776658848.695171
9,1,1,timeout,15.0,1.0,0.10681271553039551,0.14399096369743347,0.15424084663391113,0.0633430927991867,0.02513185143470764,0.015040768310427666,0.010180641897022724,0.018162328617316106,0.12342306971549988,0.8592358231544495,0.4877777695655823,0.7722222208976746,138.25,0.4237861633300781,0.3038373589515686,0.44356444478034973,182.4066925048828,73,1776658848.695171
10,1,1,timeout,15.0,1.0,0.26155656576156616,0.1474234014749527,0.1845952421426773,0.045474786311388016,0.0204128660261631,0.014150407165288925,0.010267414152622223,0.01748295788260463,0.11918121576309204,0.8601251840591431,0.49666666984558105,0.7744444608688354,138.75,0.42291903495788574,0.3018794655799866,0.46471843123435974,198.73770141601562,74,1776658848.695171
11,1,1,timeout,15.0,1.0,0.19732177257537842,0.15794338285923004,0.16401413083076477,0.015291186980903149,0.020115163177251816,0.01279526948928833,0.008354868739843369,0.015281451271509679,0.11807657033205032,0.8640865683555603,0.4611110985279083,0.7722222208976746,136.0,0.4273681342601776,0.30237480998039246,0.4659344553947449,222.0242919921875,75,1776658848.695171
12,1,1,timeout,15.0,1.0,0.20163673162460327,0.13249580562114716,0.15962205827236176,0.017395418137311935,0.02585495635867119,0.014178907498717308,0.010681170970201492,0.017751868384816766,0.11944205313920975,0.86650151014328,0.4577777683734894,0.7699999809265137,136.25,0.41737300157546997,0.3046201467514038,0.4479338526725769,212.89627075195312,76,1776658848.695171
