ep,succ,rsn,T,vfwd,vrmse,yaw,yr,tilt,bnc,scf,ret
64,1,timeout,15.0,0.09166452288627625,0.2141706347465515,0.013142378069460392,0.026313040405511856,0.02287343182798956,0.12240289896726608,132.5,163.59568786621094
65,1,timeout,15.0,0.10705337673425674,0.2158827930688858,0.009672354906797409,0.02623673528432846,0.025252311800324733,0.12280622869729996,133.5,157.54718017578125
66,1,timeout,15.0,0.12790405750274658,0.16300618648529053,0.030651213601231575,0.02182704769074917,0.017870553839471084,0.12408238649368286,136.75,210.61524963378906
67,1,timeout,15.0,0.10148338973522186,0.2614477872848511,0.008448999375104904,0.026657462120056152,0.020059573395105834,0.12009874731302261,133.5,145.98202514648438
68,1,timeout,15.0,0.1348048895597458,0.18894843757152557,0.024104438722133636,0.022129042074084282,0.019536807935511616,0.12300994992256165,135.75,188.50848388671875
69,1,timeout,15.0,0.10702867060899734,0.15156607329845428,0.021939149126410484,0.021160200238227844,0.01816955453773646,0.12381939589977264,136.75,225.7974090576172
70,1,timeout,15.0,0.13344094157218933,0.1708194613456726,0.009235396981239319,0.024173449724912643,0.019051131003244043,0.12833243608474731,136.75,211.036865234375
71,1,timeout,15.0,0.12789396941661835,0.17936474084854126,0.004825301468372345,0.027303176000714302,0.0214528582970168,0.1206776350736618,133.25,205.0426025390625
72,1,timeout,15.0,0.11956595629453659,0.16040094196796417,0.05438883975148201,0.025478407740592957,0.017097984569924125,0.11756455898284912,132.5,206.8787841796875
73,1,timeout,15.0,0.11938188225030899,0.17879916727542877,0.015362031757831573,0.025414099916815758,0.02042940914272742,0.12552310526371002,133.0,212.71754455566406
74,1,timeout,15.0,0.13878509402275085,0.19175271689891815,0.07649479806423187,0.02246127836406231,0.023929430293859376,0.1217498928308487,135.5,162.27822875976562
75,1,timeout,15.0,0.13393066823482513,0.18473213911056519,0.01974276266992092,0.021545080468058586,0.017594624814816832,0.11826677620410919,135.0,213.37266540527344
76,1,timeout,15.0,0.11148612946271896,0.16197063028812408,0.09460973739624023,0.024512343108654022,0.01789500803668774,0.12058941274881363,135.25,188.20883178710938
77,1,timeout,15.0,0.12138337641954422,0.18995872139930725,0.00035703182220458984,0.023840714246034622,0.018644648165449133,0.12232125550508499,135.5,184.30526733398438
78,1,timeout,15.0,0.12292898446321487,0.1847679316997528,0.029558956623077393,0.02244570478796959,0.017889796352620446,0.11947368085384369,134.0,195.81260681152344
79,1,timeout,15.0,0.10612685978412628,0.1895398199558258,0.000978216528892517,0.02526688016951084,0.019056688604010313,0.11810166388750076,137.75,196.40138244628906
80,1,timeout,15.0,0.1239520013332367,0.1565849334001541,0.020534101873636246,0.020571548491716385,0.016618113951564793,0.12402215600013733,134.5,228.2563018798828
81,1,timeout,15.0,0.12644074857234955,0.17882803082466125,0.0045674704015254974,0.0218974519520998,0.016576143881337498,0.12284845113754272,138.0,194.67221069335938
82,1,timeout,15.0,0.12910330295562744,0.1648688018321991,0.020965812727808952,0.020592868328094482,0.01981648981269484,0.11692073196172714,136.75,217.2872772216797
83,1,timeout,15.0,0.12207343429327011,0.20100842416286469,0.018598157912492752,0.020490305498242378,0.01983567459099639,0.12122774869203568,135.0,195.30996704101562
84,1,timeout,15.0,0.12042604386806488,0.1704465001821518,0.08959156274795532,0.02307976968586445,0.016104478803172728,0.1206764280796051,138.75,179.58921813964844
85,1,timeout,15.0,0.12096768617630005,0.23950673639774323,0.06434261798858643,0.022688960656523705,0.026454906001054723,0.12721982598304749,132.0,135.6970977783203
86,1,timeout,15.0,0.13095733523368835,0.16084496676921844,0.028114251792430878,0.021598581224679947,0.017581284929747074,0.12149199843406677,139.25,208.14187622070312
87,1,timeout,15.0,0.11618264764547348,0.238327294588089,0.013984397053718567,0.026810619980096817,0.01831066663396282,0.12719936668872833,133.5,159.6348114013672
88,1,timeout,15.0,0.112334243953228,0.15518486499786377,0.041495125740766525,0.02508976124227047,0.019238617947729728,0.12062181532382965,135.25,183.55838012695312
89,1,timeout,15.0,0.12451937049627304,0.17431659996509552,0.10411657392978668,0.024303406476974487,0.01756137205891056,0.11701545119285583,131.75,177.64207458496094
90,1,timeout,15.0,0.1127326488494873,0.23335260152816772,0.039509136229753494,0.024337125942111015,0.02060710257528161,0.12538228929042816,136.5,157.9943389892578
91,1,timeout,15.0,0.1223779022693634,0.20724394917488098,0.049648113548755646,0.022370552644133568,0.01899270062112979,0.11888772994279861,133.5,179.33346557617188
92,1,timeout,15.0,0.11529886722564697,0.16045044362545013,0.050207432359457016,0.0240956861525774,0.016861823430192022,0.11845339834690094,138.75,210.85357666015625
93,1,timeout,15.0,0.14282597601413727,0.1713314950466156,0.012938681989908218,0.018824612721800804,0.015679055189866974,0.12289881706237793,137.25,225.05795288085938
94,1,timeout,15.0,0.12105518579483032,0.17546652257442474,0.010336107574403286,0.024235598742961884,0.024808760616755254,0.12259446084499359,136.75,205.09547424316406
95,1,timeout,15.0,0.11060109734535217,0.17138907313346863,0.01918051391839981,0.025373071432113647,0.022837102502615978,0.12898004055023193,133.75,196.30560302734375
96,1,timeout,15.0,0.12562713027000427,0.1763291358947754,0.012508606538176537,0.02120046876370907,0.022416855398239927,0.12036657333374023,136.25,217.7364501953125
97,1,timeout,15.0,0.1375528872013092,0.15581254661083221,0.0025374330580234528,0.021921511739492416,0.018017814221728157,0.11978740990161896,138.75,230.63735961914062
98,1,timeout,15.0,0.13373106718063354,0.18792374432086945,0.01198330707848072,0.02026330679655075,0.019465445261857468,0.11673390120267868,136.25,217.82493591308594
99,1,timeout,15.0,0.12235014885663986,0.20355869829654694,0.06677418947219849,0.02344493381679058,0.022092204529809967,0.12384925782680511,132.25,165.0496826171875
100,1,timeout,15.0,0.13223004341125488,0.16327223181724548,0.007502909749746323,0.02522137388586998,0.016061350119062345,0.1315896064043045,137.25,207.8429412841797
101,1,timeout,15.0,0.13566307723522186,0.15967576205730438,0.0358610525727272,0.020150860771536827,0.017226360935788172,0.12302538007497787,133.5,217.34671020507812
102,1,timeout,15.0,0.12609310448169708,0.15283891558647156,0.007614871487021446,0.022691760212183,0.01658591852921754,0.11969178915023804,134.5,229.1629180908203
103,1,timeout,15.0,0.1138220876455307,0.1443985253572464,0.026631474494934082,0.02071978710591793,0.017711151251288144,0.1201266273856163,133.5,216.7084197998047
104,1,timeout,15.0,0.12321541458368301,0.15936769545078278,0.0018804073333740234,0.02214278280735016,0.021653150744618484,0.12039143592119217,136.0,224.075439453125
105,1,timeout,15.0,0.13347263634204865,0.17131979763507843,0.041393037885427475,0.023718975484371185,0.01807629118478641,0.11844830214977264,139.0,162.3111114501953
106,1,timeout,15.0,0.11741630733013153,0.16139574348926544,0.04375753179192543,0.024295806884765625,0.02034261738432145,0.1216137707233429,133.25,213.4545440673828
107,1,timeout,15.0,0.12910740077495575,0.15470483899116516,0.06380344927310944,0.022530272603034973,0.017845092912664458,0.12098865211009979,136.75,203.2056884765625
108,1,timeout,15.0,0.13709765672683716,0.17156413197517395,0.03564745560288429,0.021607110276818275,0.01802471082460417,0.11888205260038376,132.5,214.44119262695312
109,1,timeout,15.0,0.11187535524368286,0.1614888608455658,0.006289910525083542,0.023187650367617607,0.01660570419680735,0.12230049818754196,137.0,231.1852569580078
110,1,timeout,15.0,0.1251598596572876,0.23391538858413696,0.01642993651330471,0.021843355149030685,0.016845570634004325,0.12255025655031204,137.5,159.0698699951172
111,1,timeout,15.0,0.1281963288784027,0.15279248356819153,0.003924516960978508,0.0225488543510437,0.016417858603304802,0.11518287658691406,136.0,219.7095184326172
112,1,timeout,15.0,0.11025848239660263,0.19647765159606934,0.02673204429447651,0.027760474011301994,0.01374360959445219,0.12668710947036743,139.5,179.5228271484375
113,1,timeout,15.0,0.1311185359954834,0.19598738849163055,0.05094689503312111,0.019846482202410698,0.017037038206040512,0.11672483384609222,138.75,171.2340545654297
114,1,timeout,15.0,0.11829806119203568,0.1756429374217987,0.013206017203629017,0.02078845724463463,0.017283982786672772,0.11977174133062363,134.5,215.16961669921875
115,1,timeout,15.0,0.11265792697668076,0.16111809015274048,0.027510404586791992,0.021957730874419212,0.01682052606086456,0.12912175059318542,132.75,218.28236389160156
116,1,timeout,15.0,0.12946268916130066,0.15504224598407745,0.05339809134602547,0.021094132214784622,0.018938172888438947,0.12529461085796356,141.0,168.90457153320312
117,1,timeout,15.0,0.1277853399515152,0.15165181457996368,0.0759769156575203,0.02199065312743187,0.01677862830756638,0.12480814754962921,137.25,212.5271759033203
118,1,timeout,15.0,0.11130239069461823,0.16223400831222534,0.01570495218038559,0.024877531453967094,0.020114042507481,0.12116769701242447,136.0,221.5510711669922
119,1,timeout,15.0,0.13413432240486145,0.15130017697811127,0.01593686081469059,0.022968780249357224,0.016507715111675047,0.12219464778900146,133.75,226.78536987304688
120,1,timeout,15.0,0.14278219640254974,0.1756671667098999,0.07798425853252411,0.02386678010225296,0.024627190714822122,0.11796858161687851,139.0,154.857421875
121,1,timeout,15.0,0.13726146519184113,0.168419748544693,0.058089565485715866,0.022493112832307816,0.019996370998809496,0.11852770298719406,137.0,198.2339324951172
122,1,timeout,15.0,0.12528453767299652,0.15567021071910858,0.004011072218418121,0.02618267759680748,0.01849383994424879,0.12151364237070084,138.5,224.52906799316406
123,1,timeout,15.0,0.1181001365184784,0.19189974665641785,0.006109589710831642,0.021671921014785767,0.020018490774468153,0.12651529908180237,136.75,196.95518493652344
124,1,timeout,15.0,0.11278088390827179,0.15382593870162964,0.05733724683523178,0.022386766970157623,0.016540260617802217,0.1249827966094017,134.75,209.53378295898438
125,1,timeout,15.0,0.1264917105436325,0.22841233015060425,0.006589977070689201,0.025116639211773872,0.02074341007035195,0.11968714743852615,132.5,157.09658813476562
126,1,timeout,15.0,0.12749803066253662,0.17159153521060944,0.014464419335126877,0.019246220588684082,0.0164924074697057,0.12345904856920242,142.75,217.72991943359375
127,1,timeout,15.0,0.14192885160446167,0.18053491413593292,0.009367331862449646,0.020933013409376144,0.015947995337524373,0.12255901843309402,136.25,200.41171264648438
128,1,timeout,15.0,0.14491575956344604,0.1527719646692276,0.032763734459877014,0.020060274749994278,0.020982594756649868,0.12175806611776352,138.75,225.2379913330078
129,1,timeout,15.0,0.12260632961988449,0.1659548282623291,0.034978266805410385,0.02405495196580887,0.017848205534767226,0.1198936253786087,137.0,199.52398681640625
130,1,timeout,15.0,0.14787425100803375,0.2243160754442215,0.11419998854398727,0.021748194471001625,0.016952399528857413,0.11949144303798676,135.75,124.82514190673828
131,1,timeout,15.0,0.13064128160476685,0.15288178622722626,0.022606343030929565,0.020145896822214127,0.020230308176679007,0.12375307828187943,140.0,223.01284790039062
132,1,timeout,15.0,0.12959599494934082,0.1675986647605896,0.002346981316804886,0.020698653534054756,0.01961830770419227,0.12360931187868118,137.75,207.6321258544922
133,1,timeout,15.0,0.12005037069320679,0.14915567636489868,0.061048660427331924,0.02029469795525074,0.01881921082860213,0.11978492140769958,134.75,214.68190002441406
134,1,timeout,15.0,0.13898998498916626,0.21848903596401215,0.0024254098534584045,0.022189313545823097,0.014873115529312265,0.11642969399690628,136.5,184.15753173828125
135,1,timeout,15.0,0.12771229445934296,0.1579851508140564,0.03099953942000866,0.017773864790797234,0.017755094063536626,0.12289221584796906,137.0,214.26527404785156
136,1,timeout,15.0,0.13461974263191223,0.161958247423172,0.014760635793209076,0.022667592391371727,0.023646948709386568,0.12035423517227173,135.5,189.06076049804688
137,1,timeout,15.0,0.11479588598012924,0.20692937076091766,0.019444448873400688,0.02145407348871231,0.0205171685842859,0.12527582049369812,140.75,174.95484924316406
138,1,timeout,15.0,0.1391175389289856,0.15842628479003906,0.026952801272273064,0.020714765414595604,0.020881491525092902,0.12290570139884949,138.25,204.45974731445312
139,1,timeout,15.0,0.12915287911891937,0.15125735104084015,0.07474122941493988,0.020401369780302048,0.016955748491882083,0.11851053684949875,134.75,194.87158203125
140,1,timeout,15.0,0.1339486688375473,0.18663427233695984,0.030519386753439903,0.020662784576416016,0.014652363703659117,0.12341833114624023,139.0,197.8446044921875
141,1,timeout,15.0,0.14226602017879486,0.2067195028066635,0.032026514410972595,0.02276446670293808,0.016001730371799708,0.1194194108247757,135.5,172.213623046875
142,1,timeout,15.0,0.1544792354106903,0.19291479885578156,0.03566661849617958,0.02049727737903595,0.01892887914435016,0.12652523815631866,140.75,193.87173461914062
143,1,timeout,15.0,0.13823381066322327,0.16344735026359558,0.019147291779518127,0.023457083851099014,0.018056002599917,0.12589895725250244,140.0,210.62582397460938
144,1,timeout,15.0,0.14661797881126404,0.19800350069999695,0.008397568017244339,0.02632388472557068,0.013315944887310137,0.12372878193855286,140.5,189.388427734375
145,1,timeout,15.0,0.12288790941238403,0.1716640144586563,0.03180577605962753,0.017655737698078156,0.015032352792034489,0.12347771972417831,140.5,215.32162475585938
146,1,timeout,15.0,0.14666597545146942,0.1478428691625595,0.06258554756641388,0.023731159046292305,0.017144155895784486,0.12082703411579132,140.25,195.1716766357422
147,1,timeout,15.0,0.13372033834457397,0.14796973764896393,0.0471235066652298,0.024113895371556282,0.019594691069962016,0.1268886923789978,136.75,212.17007446289062
148,1,timeout,15.0,0.1362995207309723,0.1490575075149536,0.018103312700986862,0.018240034580230713,0.015047134545325594,0.12420573085546494,141.0,221.4654998779297
149,1,timeout,15.0,0.13149705529212952,0.16014574468135834,0.027409609407186508,0.02511494792997837,0.01746983305248607,0.12768764793872833,136.0,219.49302673339844
150,1,timeout,15.0,0.1260279268026352,0.14584168791770935,0.09798146039247513,0.02395881898701191,0.018864314282849515,0.12031950056552887,140.75,169.40232849121094
151,1,timeout,15.0,0.14132127165794373,0.1474131941795349,0.01609763503074646,0.022460633888840675,0.015535987902832678,0.11782392114400864,141.5,232.4273223876953
152,1,timeout,15.0,0.14911118149757385,0.19602428376674652,0.046758007258176804,0.022187799215316772,0.017463091534677018,0.11521976441144943,138.5,177.54757690429688
153,1,timeout,15.0,0.11848325282335281,0.14834915101528168,0.05474302917718887,0.022819608449935913,0.01759812366986952,0.12278140336275101,137.5,214.96688842773438
154,1,timeout,15.0,0.1322728991508484,0.2161557823419571,0.02765943855047226,0.020764609798789024,0.012050194292228844,0.12434381991624832,139.25,158.24891662597656
155,1,timeout,15.0,0.11332480609416962,0.178246408700943,0.014195333234965801,0.02357812225818634,0.015014589657872593,0.12202487140893936,140.25,193.9146270751953
156,1,timeout,15.0,0.14278969168663025,0.14775915443897247,0.09592388570308685,0.021178679540753365,0.02525793950912759,0.11818059533834457,137.5,184.33856201171875
157,1,timeout,15.0,0.1326548308134079,0.13955210149288177,0.012494857423007488,0.0209849514067173,0.019069265505351263,0.12518899142742157,139.5,242.83531188964844
158,1,timeout,15.0,0.13155409693717957,0.20157702267169952,0.007124919909983873,0.02345861867070198,0.015906925227711137,0.12137769907712936,135.5,183.74920654296875
159,1,timeout,15.0,0.13858731091022491,0.1719571352005005,0.04209774360060692,0.022277606651186943,0.01858703072230484,0.1212676465511322,136.0,192.19961547851562
160,1,timeout,15.0,0.127782940864563,0.17434227466583252,0.082616426050663,0.021485958248376846,0.015615618544768917,0.11727644503116608,137.0,175.3189697265625
161,1,timeout,15.0,0.1313985288143158,0.13491077721118927,0.031014828011393547,0.01855805329978466,0.015653214061685235,0.11778842657804489,138.75,251.6170196533203
162,1,timeout,15.0,0.11668668687343597,0.21218536794185638,0.02380845881998539,0.021457090973854065,0.020101389919634432,0.12616263329982758,142.75,153.4459991455078
163,1,timeout,15.0,0.13578398525714874,0.21395057439804077,0.003181014209985733,0.02128671668469906,0.019934773222828602,0.12367010116577148,135.5,179.7479705810547
164,1,timeout,15.0,0.12529997527599335,0.19566784799098969,0.028615236282348633,0.018064958974719048,0.013469727543721083,0.11952631920576096,140.25,181.7876739501953
165,1,timeout,15.0,0.13512399792671204,0.14710652828216553,0.05125868320465088,0.02190038189291954,0.01809353839332002,0.12191100418567657,138.75,226.67942810058594
166,1,timeout,15.0,0.11850551515817642,0.14002574980258942,0.034549251198768616,0.018016736954450607,0.018236445827989906,0.12049441039562225,135.5,240.1912078857422
167,1,timeout,15.0,0.1266673058271408,0.14753524959087372,0.03635801374912262,0.021672654896974564,0.018144344983976192,0.12257010489702225,139.5,216.75210571289062
168,1,timeout,15.0,0.12211097776889801,0.2154608815908432,0.04848343878984451,0.023293690755963326,0.01509492742523556,0.11940691620111465,136.25,162.76690673828125
169,1,timeout,15.0,0.13183924555778503,0.13514444231987,0.023109082132577896,0.018448933959007263,0.020869712552371262,0.11907750368118286,139.0,236.4509735107422
170,1,timeout,15.0,0.12929071485996246,0.14981861412525177,0.03653459995985031,0.021457001566886902,0.017649363095622254,0.11885909736156464,140.5,210.38233947753906
171,1,timeout,15.0,0.11812050640583038,0.16368085145950317,0.050487782806158066,0.01992162875831127,0.015654489434706632,0.12133820354938507,135.25,215.5079803466797
172,1,timeout,15.0,0.13064460456371307,0.21803899109363556,0.005894947797060013,0.01895301789045334,0.016803830752617654,0.12184012681245804,141.0,176.98582458496094
173,1,timeout,15.0,0.14724397659301758,0.13951943814754486,0.04524962976574898,0.018974874168634415,0.01567658445928518,0.12265299260616302,139.5,224.89932250976562
174,1,timeout,15.0,0.13906101882457733,0.1343870908021927,0.063718281686306,0.02144155278801918,0.019051675868717578,0.1211290955543518,137.5,225.57936096191406
175,1,timeout,15.0,0.13609646260738373,0.15048998594284058,0.020763404667377472,0.019953206181526184,0.016677069042358817,0.12544415891170502,140.75,220.8022003173828
176,1,timeout,15.0,0.13308656215667725,0.18821652233600616,0.0026405341923236847,0.020391002297401428,0.01867436049163734,0.12212811410427094,132.75,202.49559020996094
177,1,timeout,15.0,0.14329810440540314,0.16259579360485077,0.03758721798658371,0.022799596190452576,0.01746159649360319,0.11939852684736252,136.75,190.8060760498047
