step,t,v_cmd,v_fwd_body,yaw,yaw_rate,roll,pitch,base_z,reward_total,contact_count,contact_force_max,toe_z_min_b,residual_norm,q_delta_norm,pad_sink_max,pad_sink_mean,pad_top_z,done_reason,terminated,timeout
17,0.6000000834465027,0.258494108915329,0.2274588942527771,0.005627256818115711,-0.05393929407000542,0.007452176883816719,-0.0027332077734172344,0.9994573593139648,0.7579293847084045,0,9.999999974752427e-07,-0.3496342599391937,2.3435122966766357,0.22385495901107788,0.0556551031768322,0.010684140957891941,0.16322363913059235,running,0,0
18,0.6333334445953369,0.258494108915329,0.29268357157707214,0.003529877169057727,-0.06706386059522629,0.009213370271027088,-0.0029191714711487293,1.0002954006195068,0.709093451499939,0,9.999999974752427e-07,-0.357867032289505,2.491563320159912,0.23909100890159607,0.056074440479278564,0.010697090066969395,0.16356785595417023,running,0,0
19,0.6666668057441711,0.258494108915329,0.2826939523220062,0.001520003192126751,-0.06757053732872009,0.008807811886072159,-0.0012571347178891301,0.998943030834198,0.8208270072937012,0,9.999999974752427e-07,-0.3702284097671509,2.2553415298461914,0.21388235688209534,0.05639024078845978,0.010712262243032455,0.16380596160888672,running,0,0
20,0.7000001668930054,0.258494108915329,0.33053624629974365,-0.0015304257394745946,-0.09643077850341797,0.009051327593624592,0.0007392744300886989,0.998833954334259,0.5648671984672546,0,9.999999974752427e-07,-0.3811380863189697,2.6146814823150635,0.25087693333625793,0.056619059294462204,0.01072516106069088,0.16395239531993866,running,0,0
21,0.7333335280418396,0.258494108915329,0.26620280742645264,-0.004379712976515293,-0.08763562142848969,0.007176224607974291,0.0042517962865531445,0.9970435500144958,0.7697634100914001,0,9.999999974752427e-07,-0.3864373564720154,2.43524169921875,0.2312370240688324,0.05678727105259895,0.010738142766058445,0.16403305530548096,running,0,0
22,0.7666668891906738,0.258494108915329,0.3094213604927063,-0.006362531799823046,-0.05210207775235176,0.005248910281807184,0.008634021505713463,0.9969050884246826,0.719282865524292,0,9.999999974752427e-07,-0.3901576101779938,2.517488956451416,0.2388225644826889,0.0569172166287899,0.01075039617717266,0.16407613456249237,running,0,0
23,0.8000002503395081,0.258494108915329,0.23874890804290771,-0.007739444728940725,-0.04812713339924812,0.0017025538254529238,0.01417862344533205,0.9950466752052307,0.824455976486206,0,9.999999974752427e-07,-0.3889588415622711,2.37172794342041,0.22203844785690308,0.057016149163246155,0.010761252604424953,0.16410581767559052,running,0,0
24,0.8333336114883423,0.258494108915329,0.260653018951416,-0.008155498653650284,-0.027975251898169518,-0.0014989788178354502,0.020327117294073105,0.9948900938034058,0.7540178894996643,0,9.999999974752427e-07,-0.3871806561946869,2.5165882110595703,0.235951229929924,0.05710165947675705,0.01077064499258995,0.16413702070713043,running,0,0
25,0.8666669726371765,0.258494108915329,0.2511661946773529,-0.00815107487142086,0.01908448338508606,9.699820111563895e-07,0.017880311235785484,0.9941606521606445,0.8973930478096008,0,9.999999974752427e-07,-0.38230565190315247,2.418085813522339,0.22361166775226593,0.05717356503009796,0.010778464376926422,0.16417467594146729,running,0,0
26,0.9000003337860107,0.258494108915329,0.25142785906791687,-0.0078305434435606,0.008447890169918537,9.160901390714571e-05,0.017211733385920525,0.9942877292633057,0.8532687425613403,0,9.999999974752427e-07,-0.3746228516101837,2.6320905685424805,0.244742751121521,0.05723721161484718,0.010784906335175037,0.16421687602996826,running,0,0
27,0.933333694934845,0.258494108915329,0.2588084042072296,-0.006712163332849741,0.036478083580732346,-0.0011821200605481863,0.015981396660208702,0.9943269491195679,0.8058996200561523,0,9.999999974752427e-07,-0.3650929629802704,2.8518617153167725,0.2687937319278717,0.05728530138731003,0.010790079832077026,0.16425801813602448,running,0,0
28,0.9666670560836792,0.258494108915329,0.22239555418491364,-0.005079622846096754,0.053647760301828384,-0.00046079885214567184,0.012969114817678928,0.9944594502449036,0.745381236076355,0,9.999999974752427e-07,-0.36082059144973755,2.6950371265411377,0.24999120831489563,0.057323627173900604,0.01079405564814806,0.16429279744625092,running,0,0
29,1.0000003576278687,0.258494108915329,0.1787736415863037,-0.002738933078944683,0.07796427607536316,0.0014151182258501649,0.008422165177762508,0.9944574236869812,0.5816431045532227,0,9.999999974752427e-07,-0.3554456830024719,2.657771110534668,0.24810560047626495,0.05734969675540924,0.010797342285513878,0.16431760787963867,running,0,0
30,1.033333659172058,0.258494108915329,0.13709211349487305,0.0005290517583489418,0.09592732042074203,0.004827126860618591,0.0015160420443862677,0.9941728115081787,0.37046098709106445,0,9.999999974752427e-07,-0.35177233815193176,2.6453893184661865,0.24870580434799194,0.05736925080418587,0.010800087824463844,0.16433165967464447,running,0,0
31,1.0666669607162476,0.258494108915329,0.28307193517684937,0.0027993503026664257,0.05527173727750778,0.003068220568820834,-0.002459840150550008,0.997197687625885,0.6731815934181213,0,9.999999974752427e-07,-0.3492085337638855,2.7536327838897705,0.2618257999420166,0.05749530345201492,0.010802414268255234,0.16433696448802948,running,0,0
32,1.100000262260437,0.258494108915329,0.3083623945713043,0.00438718544319272,0.023378590121865273,-0.0008355352911166847,-0.008028118871152401,0.9975669384002686,0.7668407559394836,0,9.999999974752427e-07,-0.3471679091453552,2.2595596313476562,0.2110385298728943,0.057799361646175385,0.010804586112499237,0.1643364429473877,running,0,0
33,1.1333335638046265,0.258494108915329,0.2607932388782501,0.007367099169641733,0.11842130869626999,0.0002165208716178313,-0.011759959161281586,0.9992152452468872,0.6002275347709656,0,9.999999974752427e-07,-0.34558236598968506,2.0367088317871094,0.18543191254138947,0.058056607842445374,0.010806477628648281,0.1643330305814743,running,0,0
34,1.166666865348816,0.258494108915329,0.2952088713645935,0.011631734669208527,0.11730170994997025,0.001143619534559548,-0.013762657530605793,1.0014201402664185,0.49265390634536743,0,9.999999974752427e-07,-0.35114938020706177,2.263982057571411,0.21160148084163666,0.05827029049396515,0.01080822292715311,0.16432888805866241,running,0,0
35,1.2000001668930054,0.258494108915329,0.2244548201560974,0.015460975468158722,0.12425466626882553,0.0005272841081023216,-0.017089469358325005,1.0014052391052246,0.5643652677536011,0,9.999999974752427e-07,-0.36394625902175903,1.993205189704895,0.18374668061733246,0.058444611728191376,0.010809877887368202,0.16432508826255798,running,0,0
36,1.2333334684371948,0.258494108915329,0.27239692211151123,0.0178349819034338,0.04996710643172264,0.00032042639213614166,-0.018850412219762802,1.0022554397583008,0.7034648060798645,0,9.999999974752427e-07,-0.3723049461841583,2.3206207752227783,0.21977579593658447,0.058584876358509064,0.010811114683747292,0.1643221080303192,running,0,0
37,1.2666667699813843,0.258494108915329,0.27684083580970764,0.018676646053791046,0.014604599215090275,-0.0020723892375826836,-0.021999193355441093,1.002002477645874,0.8238332867622375,0,9.999999974752427e-07,-0.3799436390399933,2.2230067253112793,0.2101900726556778,0.058696240186691284,0.010812201537191868,0.16431938111782074,running,0,0
38,1.3000000715255737,0.258494108915329,0.3044101297855377,0.01964477077126503,0.03475911170244217,-0.004025535192340612,-0.02611394412815571,1.0021088123321533,0.6846688389778137,0,9.999999974752427e-07,-0.3896181881427765,2.217169761657715,0.21008002758026123,0.05878373235464096,0.01081300713121891,0.16431714594364166,running,0,0
39,1.3333333730697632,0.258494108915329,0.3031291961669922,0.021652890369296074,0.08004840463399887,-0.005921163130551577,-0.031389012932777405,1.0009328126907349,0.6235658526420593,0,9.999999974752427e-07,-0.392691969871521,2.3151581287384033,0.21999582648277283,0.05885174870491028,0.01081380806863308,0.16431519389152527,running,0,0
40,1.3666666746139526,0.258494108915329,0.2624918520450592,0.022790465503931046,0.03701789677143097,-0.005735414568334818,-0.031752534210681915,1.0010972023010254,0.7168662548065186,0,9.999999974752427e-07,-0.39160117506980896,2.3516414165496826,0.2231627255678177,0.058903977274894714,0.010814106091856956,0.16431327164173126,running,0,0
41,1.399999976158142,0.258494108915329,0.28896522521972656,0.023560648784041405,-0.02860274538397789,-0.006750629283487797,-0.028938012197613716,0.9998754858970642,0.7650278210639954,0,9.999999974752427e-07,-0.3872472643852234,2.4378178119659424,0.23058709502220154,0.05894341319799423,0.010814505629241467,0.16431085765361786,running,0,0
42,1.4333332777023315,0.258494108915329,0.25598278641700745,0.023076293990015984,-0.0020835723262280226,-0.00671342434361577,-0.028794050216674805,0.9989984631538391,0.834230363368988,0,9.999999974752427e-07,-0.3798987567424774,2.6305394172668457,0.24915635585784912,0.058972641825675964,0.01081471610814333,0.16430863738059998,running,0,0
43,1.466666579246521,0.258494108915329,0.24027413129806519,0.02292178012430668,-0.011648574844002724,-0.005553563591092825,-0.02550201676785946,0.9985553026199341,0.8099707961082458,0,9.999999974752427e-07,-0.3725612759590149,2.5860347747802734,0.24248138070106506,0.05899343639612198,0.010814695619046688,0.16430671513080597,running,0,0
44,1.4999998807907104,0.258494108915329,0.21689997613430023,0.022570401430130005,-0.018022481352090836,-0.003297123359516263,-0.01806008443236351,0.9975703954696655,0.806872546672821,0,9.999999974752427e-07,-0.3672565817832947,2.500189781188965,0.23295097053050995,0.05900758504867554,0.010814801789820194,0.16430558264255524,running,0,0
45,1.5333331823349,0.258494108915329,0.2300354391336441,0.020623110234737396,-0.06649883091449738,-0.0006296316860243678,-0.012973734177649021,0.9977102279663086,0.6094059348106384,0,9.999999974752427e-07,-0.3632117211818695,2.3616786003112793,0.21740835905075073,0.059016451239585876,0.010814678855240345,0.16430525481700897,running,0,0
46,1.5666664838790894,0.258494108915329,0.2567245662212372,0.018107116222381592,-0.0642695501446724,-0.0005463393172249198,-0.0071612014435231686,0.9989401698112488,0.724282443523407,0,9.999999974752427e-07,-0.36002546548843384,2.1066179275512695,0.18842309713363647,0.059021010994911194,0.010814675129950047,0.16430526971817017,running,0,0
47,1.5999997854232788,0.258494108915329,0.2626056671142578,0.01419589389115572,-0.14371556043624878,0.000862593820784241,0.0008853278704918921,1.0006080865859985,0.49425065517425537,0,9.999999974752427e-07,-0.35716018080711365,2.2630419731140137,0.2046251744031906,0.05902249366044998,0.010814640671014786,0.1643054485321045,running,0,0
48,1.6333330869674683,0.258494108915329,0.28157109022140503,0.009091111831367016,-0.1384686976671219,-5.028400482842699e-05,0.007229497190564871,1.0005171298980713,0.6140766143798828,0,9.999999974752427e-07,-0.3598394989967346,2.229395627975464,0.19947978854179382,0.0590217188000679,0.01081459317356348,0.1643056720495224,running,0,0
49,1.6666663885116577,0.258494108915329,0.3230613172054291,0.0077446154318749905,-0.008910184726119041,-0.0051461439579725266,0.013232060708105564,0.999277651309967,0.8095217943191528,0,9.999999974752427e-07,-0.36526867747306824,2.1397178173065186,0.1876315325498581,0.05901963263750076,0.01081459503620863,0.16430580615997314,running,0,0
50,1.6999996900558472,0.258494108915329,0.3248528242111206,0.006068676244467497,-0.08296030759811401,-0.007811404764652252,0.02091948501765728,0.9983686208724976,0.5848851799964905,0,9.999999974752427e-07,-0.37501251697540283,2.23832631111145,0.19685910642147064,0.0590168833732605,0.010814476758241653,0.16430599987506866,running,0,0
51,1.7333329916000366,0.258494108915329,0.35907042026519775,0.0012261457741260529,-0.17730416357517242,-0.007753694895654917,0.02931912988424301,0.998271107673645,0.19748856127262115,0,9.999999974752427e-07,-0.38731467723846436,2.6758360862731934,0.24464154243469238,0.05901394784450531,0.010814500972628593,0.16430632770061493,running,0,0
52,1.766666293144226,0.258494108915329,0.2746812701225281,-0.0032942350953817368,-0.1210169866681099,-0.00955022033303976,0.04139327257871628,0.9972044229507446,0.577276885509491,0,9.999999974752427e-07,-0.39284777641296387,2.6242692470550537,0.23870514333248138,0.059011124074459076,0.010814575478434563,0.16430652141571045,running,0,0
53,1.7999995946884155,0.258494108915329,0.29390671849250793,-0.006048439536243677,-0.028946053236722946,-0.016148699447512627,0.05021657422184944,0.9937201738357544,0.6842106580734253,0,9.999999974752427e-07,-0.39281943440437317,2.2746994495391846,0.19912271201610565,0.05900854617357254,0.01081443578004837,0.1643069088459015,running,0,0
54,1.833332896232605,0.258494108915329,0.3349727690219879,-0.005010434426367283,0.032032594084739685,-0.01614021696150303,0.048937682062387466,0.9932429194450378,0.6122268438339233,0,9.999999974752427e-07,-0.38863974809646606,2.5251588821411133,0.22671090066432953,0.05900626629590988,0.010814503766596317,0.16430725157260895,running,0,0
55,1.8666661977767944,0.258494108915329,0.3160954415798187,-0.0022555955220013857,0.09971462190151215,-0.010441083461046219,0.037987686693668365,0.9908352494239807,0.548603892326355,0,9.999999974752427e-07,-0.3817444145679474,2.670078754425049,0.24204200506210327,0.05900431424379349,0.010814454406499863,0.1643073707818985,running,0,0
56,1.8999994993209839,0.258494108915329,0.2945244014263153,0.0011170757934451103,0.10428190231323242,-0.00675717368721962,0.03028767555952072,0.9902186393737793,0.6092481017112732,0,9.999999974752427e-07,-0.3738075792789459,2.7459261417388916,0.24956169724464417,0.05900263041257858,0.010814412496984005,0.16430769860744476,running,0,0
57,1.9333328008651733,0.258494108915329,0.31639471650123596,0.002824007533490658,0.008154964074492455,-0.0047408477403223515,0.024601677432656288,0.9907919764518738,0.7393929362297058,0,9.999999974752427e-07,-0.3677351772785187,2.798788070678711,0.25596126914024353,0.059001386165618896,0.010814483277499676,0.16430792212486267,running,0,0
58,1.9666661024093628,0.258494108915329,0.25340357422828674,0.00390735873952508,0.05590049549937248,-0.0021353026386350393,0.01828908734023571,0.9894965887069702,0.828872561454773,0,9.999999974752427e-07,-0.36360839009284973,2.706484794616699,0.24797263741493225,0.05900053679943085,0.010814421810209751,0.16430829465389252,running,0,0
59,1.9999994039535522,0.258494108915329,0.2032795548439026,0.004161447752267122,0.0036539447028189898,-0.0007506012334488332,0.013481203466653824,0.9895163178443909,0.7996426820755005,0,9.999999974752427e-07,-0.3609768748283386,2.655015707015991,0.24469462037086487,0.05900002270936966,0.010814379900693893,0.16430887579917908,running,0,0
60,2.0333328247070312,0.258494108915329,0.12215659022331238,0.004876559600234032,0.018767530098557472,-0.0007478812476620078,0.01080910675227642,0.989396333694458,0.47306597232818604,0,9.999999974752427e-07,-0.3591916859149933,2.7039546966552734,0.2520751655101776,0.05899985879659653,0.010814412496984005,0.16430947184562683,running,0,0
61,2.0666661262512207,0.258494108915329,0.24604704976081848,0.005614061839878559,0.014387446455657482,-0.0015266233822330832,0.00738551327958703,0.9901579022407532,0.7664544582366943,0,9.999999974752427e-07,-0.3579694330692291,2.637974739074707,0.2469015121459961,0.05900011211633682,0.010814430192112923,0.16430990397930145,running,0,0
62,2.09999942779541,0.258494108915329,0.27734729647636414,0.006774032022804022,0.04492908716201782,-0.0026974952779710293,0.0013661682605743408,0.9919069409370422,0.7580980658531189,0,9.999999974752427e-07,-0.35688889026641846,2.4283409118652344,0.22623436152935028,0.059000685811042786,0.010814505629241467,0.16431039571762085,running,0,0
63,2.1333327293395996,0.258494108915329,0.2844476103782654,0.009865080006420612,0.12752261757850647,-0.0026256623677909374,-0.008419567719101906,0.9931963086128235,0.5055987238883972,0,9.999999974752427e-07,-0.355620414018631,2.1964526176452637,0.20297592878341675,0.05900150537490845,0.010814438574016094,0.16431057453155518,running,0,0
64,2.166666030883789,0.258494108915329,0.3288198709487915,0.01330854743719101,0.008659830316901207,-0.006056550424546003,-0.012891053222119808,0.9948370456695557,0.6686886548995972,0,9.999999974752427e-07,-0.35393813252449036,2.064336061477661,0.1902915984392166,0.05900278687477112,0.010814466513693333,0.16431069374084473,running,0,0
65,2.1999993324279785,0.258494108915329,0.2541671693325043,0.014078226871788502,0.02436283975839615,-0.0106234485283494,-0.01980871893465519,0.9939664006233215,0.8480287194252014,0,9.999999974752427e-07,-0.3595561385154724,1.980729341506958,0.18267206847667694,0.0590042844414711,0.010814457200467587,0.16431087255477905,running,0,0
66,2.233332633972168,0.258494108915329,0.3576596975326538,0.014554835855960846,-0.00742960162460804,-0.014475047588348389,-0.027161790058016777,0.9947003722190857,0.5129842758178711,0,9.999999974752427e-07,-0.3672717809677124,2.046367883682251,0.1909235715866089,0.0590059757232666,0.010814499109983444,0.16431093215942383,running,0,0
67,2.2666659355163574,0.258494108915329,0.3052034378051758,0.015282110311090946,0.03495907783508301,-0.021305592730641365,-0.0347471684217453,0.9935904145240784,0.7017553448677063,0,9.999999974752427e-07,-0.37541988492012024,1.996472716331482,0.18647602200508118,0.059007689356803894,0.010814540088176727,0.1643109768629074,running,0,0
68,2.299999237060547,0.258494108915329,0.4096769690513611,0.015748372301459312,0.005669815465807915,-0.024931374937295914,-0.04289551079273224,0.9933668375015259,0.3002413213253021,0,9.999999974752427e-07,-0.3834059238433838,1.9241474866867065,0.17937567830085754,0.059009552001953125,0.01081461738795042,0.16431105136871338,running,0,0
69,2.3333325386047363,0.258494108915329,0.2951689064502716,0.016959907487034798,0.06484875828027725,-0.02829638123512268,-0.045124419033527374,0.9928430914878845,0.5883235931396484,0,9.999999974752427e-07,-0.384597510099411,2.106365203857422,0.1991409957408905,0.05901145935058594,0.010814639739692211,0.16431112587451935,running,0,0
70,2.366665840148926,0.258494108915329,0.30051299929618835,0.017563462257385254,0.025430908426642418,-0.023010162636637688,-0.04031040519475937,0.9920868277549744,0.6674361824989319,0,9.999999974752427e-07,-0.38181746006011963,2.51718807220459,0.24042333662509918,0.05901335924863815,0.010814615525305271,0.16431115567684174,running,0,0
71,2.3999991416931152,0.258494108915329,0.2634616196155548,0.017785804346203804,-0.007787778507918119,-0.01780254952609539,-0.0328943245112896,0.9896073341369629,0.8017004132270813,0,9.999999974752427e-07,-0.37839314341545105,2.6396172046661377,0.2512551248073578,0.05901508033275604,0.010814636014401913,0.1643112301826477,running,0,0
72,2.4333324432373047,0.258494108915329,0.25920575857162476,0.017487524077296257,-0.0009135545114986598,-0.014012490399181843,-0.026971686631441116,0.988986074924469,0.8499442338943481,0,9.999999974752427e-07,-0.3755932152271271,2.47519588470459,0.2315833866596222,0.05901666730642319,0.01081466767936945,0.1643112599849701,running,0,0
73,2.466665744781494,0.258494108915329,0.32651904225349426,0.017214074730873108,0.000798352062702179,-0.010564926080405712,-0.020978262647986412,0.9897515177726746,0.6755483150482178,0,9.999999974752427e-07,-0.3732278645038605,2.6862025260925293,0.25165969133377075,0.05901817977428436,0.010814715176820755,0.16431134939193726,running,0,0
74,2.4999990463256836,0.258494108915329,0.23225091397762299,0.017010726034641266,-0.002406179206445813,-0.008108241483569145,-0.017077559605240822,0.9889801740646362,0.8722895383834839,0,9.999999974752427e-07,-0.3713221848011017,2.6530838012695312,0.24550844728946686,0.0590195432305336,0.010814739391207695,0.16431137919425964,running,0,0
75,2.533332347869873,0.258494108915329,0.13447724282741547,0.016737431287765503,-0.016550825908780098,-0.007047630380839109,-0.015493263490498066,0.988673985004425,0.480925977230072,0,9.999999974752427e-07,-0.3693274259567261,2.6282191276550293,0.24219536781311035,0.059020884335041046,0.010814662091434002,0.16431139409542084,running,0,0
76,2.5666656494140625,0.258494108915329,0.17354735732078552,0.015816468745470047,0.028781235218048096,-0.004385543987154961,-0.008576926775276661,0.9864588379859924,0.696016788482666,0,9.999999974752427e-07,-0.3670649826526642,2.50490140914917,0.22787098586559296,0.059022001922130585,0.010814754292368889,0.1643114686012268,running,0,0
77,2.599998950958252,0.258494108915329,0.3525783121585846,0.016205575317144394,0.012246943078935146,-0.006759808398783207,-0.004292581230401993,0.9894195795059204,0.4509018659591675,0,9.999999974752427e-07,-0.3644713759422302,2.484994649887085,0.22456127405166626,0.05902295559644699,0.010814661160111427,0.164311483502388,running,0,0
78,2.6333322525024414,0.258494108915329,0.24207153916358948,0.016901643946766853,0.017313601449131966,-0.01133325882256031,0.0010215762304142118,0.9916052222251892,0.7604843974113464,0,9.999999974752427e-07,-0.3647928237915039,1.905983567237854,0.15620069205760956,0.059023767709732056,0.010814690962433815,0.164311483502388,running,0,0
79,2.666665554046631,0.258494108915329,0.3170800805091858,0.016221696510910988,-0.03859240934252739,-0.01098391879349947,0.005404820665717125,0.9918870329856873,0.6808176636695862,0,9.999999974752427e-07,-0.36076658964157104,2.30517315864563,0.20125505328178406,0.05902445316314697,0.010814724490046501,0.164311483502388,running,0,0
80,2.6999988555908203,0.258494108915329,0.32737407088279724,0.013453680090606213,-0.12026719748973846,-0.009210128337144852,0.011120755225419998,0.9931002855300903,0.40720510482788086,0,9.999999974752427e-07,-0.36204811930656433,2.253169059753418,0.19320137798786163,0.0590251088142395,0.010814741253852844,0.164311483502388,running,0,0
81,2.7333321571350098,0.258494108915329,0.3517073094844818,0.010073700919747353,-0.10019970685243607,-0.008718281053006649,0.01758318953216076,0.990808367729187,0.44574490189552307,0,9.999999974752427e-07,-0.3698081076145172,2.6058688163757324,0.23142504692077637,0.059025608003139496,0.010814759880304337,0.16431140899658203,running,0,0
82,2.766665458679199,0.258494108915329,0.22589167952537537,0.007610854227095842,-0.05412588268518448,-0.01199527271091938,0.026218747720122337,0.9900807738304138,0.7154449820518494,0,9.999999974752427e-07,-0.37916603684425354,2.277127504348755,0.19104279577732086,0.059026069939136505,0.010814784094691277,0.16431134939193726,running,0,0
83,2.7999987602233887,0.258494108915329,0.37628018856048584,0.006745791062712669,-0.04117205739021301,-0.013892587274312973,0.032353032380342484,0.9894397258758545,0.4374626874923706,0,9.999999974752427e-07,-0.3812998831272125,2.4119293689727783,0.20621782541275024,0.05902648717164993,0.01081475242972374,0.16431109607219696,running,0,0
84,2.833332061767578,0.258494108915329,0.2815082371234894,0.006325658410787582,-0.0007477034232579172,-0.018110748380422592,0.04068008065223694,0.9884103536605835,0.8162268996238708,0,9.999999974752427e-07,-0.3785003423690796,2.428684711456299,0.20730556547641754,0.05902683734893799,0.010814719833433628,0.1643109917640686,running,0,0
85,2.8666653633117676,0.258494108915329,0.37611058354377747,0.007422726601362228,0.08059393614530563,-0.020801382139325142,0.04446924477815628,0.9867362380027771,0.23997259140014648,0,9.999999974752427e-07,-0.3726724684238434,2.735316753387451,0.2416197657585144,0.05902719497680664,0.010814744979143143,0.16431103646755219,running,0,0
86,2.899998664855957,0.258494108915329,0.35384854674339294,0.011542956344783306,0.10234541445970535,-0.013180727139115334,0.03524232283234596,0.9853172302246094,0.3120615780353546,0,9.999999974752427e-07,-0.36795687675476074,2.881988048553467,0.25713881850242615,0.059027425944805145,0.010814715176820755,0.16431108117103577,running,0,0
